Data,Apertura,Massimo,Minimo,Prezzo,Volume
20241025  15:30:00,2804.8,2809.0,2804.6,2809.0,9
20241025  16:00:00,2808.9,2817.7,2808.9,2816.6,48
20241025  17:00:00,2819.0,2819.0,2817.8,2817.8,3
20241025  18:00:00,2813.8,2817.1,2813.8,2817.1,3
20241025  19:00:00,2820.2,2820.2,2820.2,2820.2,1
20241025  20:00:00,2820.2,2820.2,2820.2,2820.2,0
20241025  21:00:00,2820.2,2820.2,2820.2,2820.2,0
20241025  22:00:00,2820.2,2820.2,2820.2,2820.2,0
20241028  14:30:00,2818.0,2819.6,2817.1,2819.6,4
20241028  15:00:00,2820.8,2821.6,2820.8,2821.6,3
20241028  16:00:00,2818.7,2818.7,2818.7,2818.7,1
20241028  17:00:00,2818.7,2818.7,2818.7,2818.7,0
20241028  18:00:00,2820.4,2821.3,2820.4,2821.0,4
20241028  19:00:00,2819.5,2819.5,2819.5,2819.5,1
20241028  20:00:00,2819.5,2819.5,2819.5,2819.5,3
20241028  21:00:00,2819.5,2819.5,2819.5,2819.5,0
20241029  14:30:00,2834.0,2841.3,2834.0,2841.3,15
20241029  15:00:00,2843.0,2847.5,2842.9,2846.3,9
20241029  16:00:00,2846.3,2846.3,2839.0,2841.0,35
20241029  17:00:00,2843.4,2843.7,2842.6,2843.7,22
20241029  18:00:00,2848.7,2848.7,2846.4,2847.9,23
20241029  19:00:00,2847.9,2847.9,2847.9,2847.9,0
20241029  20:00:00,2850.6,2850.6,2849.7,2849.7,7
20241029  21:00:00,2853.0,2853.2,2853.0,2853.2,2
20241030  14:30:00,2851.4,2857.6,2850.2,2856.4,8
20241030  15:00:00,2854.5,2854.5,2854.5,2854.5,1
20241030  16:00:00,2856.0,2859.5,2851.0,2859.5,9
20241030  17:00:00,2863.8,2864.1,2862.5,2864.1,24
20241030  18:00:00,2864.1,2864.1,2864.1,2864.1,0
20241030  19:00:00,2866.7,2866.7,2865.5,2866.4,11
20241030  20:00:00,2864.4,2864.4,2864.0,2864.0,2
20241030  21:00:00,2862.7,2862.7,2862.7,2862.7,1
20241031  14:30:00,2839.0,2839.6,2832.3,2832.3,19
20241031  15:00:00,2828.8,2829.4,2815.2,2815.4,88
20241031  16:00:00,2812.3,2817.6,2809.9,2817.0,67
20241031  17:00:00,2818.1,2818.1,2814.4,2817.2,11
20241031  18:00:00,2815.7,2816.0,2815.1,2815.8,29
20241031  19:00:00,2817.2,2823.8,2817.2,2823.8,2
20241031  20:00:00,2824.1,2825.5,2824.1,2825.5,9
20241031  21:00:00,2823.8,2823.8,2823.5,2823.5,2
20241101  14:30:00,2834.4,2834.4,2834.4,2834.4,2
20241101  15:00:00,2833.8,2834.0,2816.1,2820.5,10
20241101  16:00:00,2820.5,2820.5,2820.5,2820.5,0
20241101  17:00:00,2820.5,2820.5,2820.5,2820.5,0
20241101  18:00:00,2815.9,2816.2,2815.3,2816.0,11
20241101  19:00:00,2810.0,2813.5,2810.0,2813.5,2
20241101  20:00:00,2813.5,2813.5,2813.5,2813.5,0
20241101  21:00:00,2813.5,2813.5,2813.5,2813.5,0
20241104  15:30:00,2816.4,2816.4,2816.4,2816.4,0
20241104  16:00:00,2819.5,2819.5,2814.8,2816.6,13
20241104  17:00:00,2810.9,2814.8,2808.6,2808.6,30
20241104  18:00:00,2811.5,2812.4,2811.5,2812.4,2
20241104  19:00:00,2813.8,2813.8,2813.8,2813.8,16
20241104  20:00:00,2813.8,2813.8,2813.8,2813.8,0
20241104  21:00:00,2813.8,2813.8,2813.8,2813.8,0
20241104  22:00:00,2813.8,2813.8,2813.8,2813.8,0
20241105  15:30:00,2823.3,2823.3,2821.2,2823.2,5
20241105  16:00:00,2814.9,2814.9,2813.7,2813.7,5
20241105  17:00:00,2817.4,2817.5,2812.5,2815.0,114
20241105  18:00:00,2818.5,2818.5,2818.2,2818.2,2
20241105  19:00:00,2816.5,2817.4,2816.1,2816.1,11
20241105  20:00:00,2816.1,2816.1,2816.1,2816.1,0
20241105  21:00:00,2816.1,2816.1,2816.1,2816.1,0
20241105  22:00:00,2816.1,2816.1,2816.1,2816.1,0
20241106  15:30:00,2732.1,2733.8,2728.0,2728.0,20
20241106  16:00:00,2735.5,2748.0,2733.2,2745.8,23
20241106  17:00:00,2750.0,2750.0,2740.0,2745.5,8
20241106  18:00:00,2740.0,2740.0,2737.5,2737.5,2
20241106  19:00:00,2738.0,2743.5,2738.0,2741.5,41
20241106  20:00:00,2741.6,2741.6,2741.6,2741.6,1
20241106  21:00:00,2736.0,2736.0,2735.8,2735.8,9
20241106  22:00:00,2735.5,2735.5,2734.5,2734.5,2
20241107  15:30:00,2765.2,2765.4,2763.4,2763.4,3
20241107  16:00:00,2767.6,2773.0,2767.6,2770.3,25
20241107  17:00:00,2769.8,2769.8,2765.5,2765.5,2
20241107  18:00:00,2771.1,2773.0,2771.1,2773.0,11
20241107  19:00:00,2770.0,2772.7,2770.0,2772.3,8
20241107  20:00:00,2769.7,2769.9,2766.1,2766.1,40
20241107  21:00:00,2779.5,2782.5,2776.9,2776.9,6
20241107  22:00:00,2779.8,2781.0,2778.7,2781.0,17
20241108  15:30:00,2773.2,2773.2,2763.4,2763.4,2
20241108  16:00:00,2765.9,2765.9,2760.0,2761.0,6
20241108  17:00:00,2760.0,2760.5,2758.0,2758.0,4
20241108  18:00:00,2761.6,2762.2,2760.6,2762.2,12
20241108  19:00:00,2761.6,2761.8,2760.9,2761.0,95
20241108  20:00:00,2761.0,2761.0,2761.0,2761.0,0
20241108  21:00:00,2761.3,2762.7,2759.6,2759.6,44
20241108  22:00:00,2759.5,2759.6,2757.1,2758.7,15
20241111  15:30:00,2698.7,2698.7,2694.5,2694.5,15
20241111  16:00:00,2688.5,2690.5,2687.6,2687.6,18
20241111  17:00:00,2685.1,2689.7,2684.9,2687.3,55
20241111  18:00:00,2686.4,2686.4,2683.2,2684.9,10
20241111  19:00:00,2684.7,2689.1,2682.7,2689.1,82
20241111  20:00:00,2692.4,2692.4,2691.0,2691.0,6
20241111  21:00:00,2694.9,2694.9,2694.9,2694.9,1
20241111  22:00:00,2692.0,2692.0,2692.0,2692.0,1
20241112  15:30:00,2684.1,2684.1,2682.8,2683.2,31
20241112  16:00:00,2682.4,2682.4,2669.4,2672.0,26
20241112  17:00:00,2671.3,2673.3,2671.3,2672.0,8
20241112  18:00:00,2669.4,2670.0,2665.0,2669.1,12
20241112  19:00:00,2669.0,2673.4,2669.0,2673.4,12
20241112  20:00:00,2670.4,2670.4,2670.4,2670.4,1
20241112  21:00:00,2668.4,2669.5,2668.4,2669.5,2
20241112  22:00:00,2669.0,2669.0,2669.0,2669.0,1
20241113  15:30:00,2679.3,2679.3,2678.7,2679.3,9
20241113  16:00:00,2665.0,2676.6,2665.0,2676.6,4
20241113  17:00:00,2674.0,2674.0,2660.9,2662.2,7
20241113  18:00:00,2653.6,2654.8,2648.5,2653.4,24
20241113  19:00:00,2653.6,2655.1,2650.0,2650.6,16
20241113  20:00:00,2651.8,2651.8,2651.8,2651.8,1
20241113  21:00:00,2645.0,2646.9,2645.0,2645.2,9
20241113  22:00:00,2643.9,2643.9,2643.9,2643.9,6
20241114  15:30:00,2632.1,2633.8,2626.8,2628.0,11
20241114  16:00:00,2628.0,2641.5,2628.0,2639.0,93
20241114  17:00:00,2641.1,2646.1,2640.9,2643.3,8
20241114  18:00:00,2643.4,2643.7,2639.3,2639.3,8
20241114  19:00:00,2639.3,2639.3,2639.3,2639.3,0
20241114  20:00:00,2639.4,2646.2,2639.4,2646.2,3
20241114  21:00:00,2636.4,2636.4,2633.2,2633.2,3
20241114  22:00:00,2635.9,2635.9,2635.9,2635.9,2
20241115  15:30:00,2641.4,2642.9,2640.4,2640.4,22
20241115  16:00:00,2641.1,2641.1,2636.0,2640.0,3
20241115  17:00:00,2640.0,2640.0,2640.0,2640.0,0
20241115  18:00:00,2631.3,2631.6,2631.3,2631.6,4
20241115  19:00:00,2631.2,2635.6,2631.2,2635.6,28
20241115  20:00:00,2633.8,2633.8,2631.0,2632.6,4
20241115  21:00:00,2630.9,2630.9,2630.9,2630.9,1
20241115  22:00:00,2630.7,2630.7,2630.5,2630.7,21
20241118  15:30:00,2675.3,2678.1,2675.3,2677.4,5
20241118  16:00:00,2680.0,2680.6,2680.0,2680.6,7
20241118  17:00:00,2682.9,2682.9,2681.9,2681.9,4
20241118  18:00:00,2680.2,2680.3,2677.8,2680.3,8
20241118  19:00:00,2677.5,2679.6,2677.5,2679.5,5
20241118  20:00:00,2680.1,2680.1,2680.1,2680.1,1
20241118  21:00:00,2680.1,2680.1,2680.1,2680.1,1
20241118  22:00:00,2680.3,2681.3,2680.3,2681.3,2
20241119  15:30:00,2698.3,2698.3,2693.6,2693.6,5
20241119  16:00:00,2691.3,2692.6,2690.0,2691.2,4
20241119  17:00:00,2692.6,2693.2,2692.5,2693.2,8
20241119  18:00:00,2696.9,2701.6,2696.9,2698.8,5
20241119  19:00:00,2697.3,2698.7,2695.8,2698.7,5
20241119  20:00:00,2698.9,2700.1,2698.8,2698.8,9
20241119  21:00:00,2699.5,2702.6,2699.5,2702.6,3
20241119  22:00:00,2700.5,2700.5,2700.5,2700.5,1
20241120  15:30:00,2707.3,2715.3,2706.1,2715.3,9
20241120  16:00:00,2714.9,2717.5,2712.9,2712.9,44
20241120  17:00:00,2716.6,2719.4,2716.6,2719.4,27
20241120  18:00:00,2720.0,2724.3,2719.5,2721.3,21
20241120  19:00:00,2717.5,2718.3,2716.6,2718.3,10
20241120  20:00:00,2718.9,2721.8,2718.7,2719.9,14
20241120  21:00:00,2719.8,2720.3,2716.8,2718.0,11
20241120  22:00:00,2718.5,2719.3,2718.5,2719.3,2
20241121  15:30:00,2736.5,2739.6,2736.3,2736.5,12
20241121  16:00:00,2735.1,2736.9,2733.8,2736.0,12
20241121  17:00:00,2738.9,2738.9,2734.3,2736.1,6
20241121  18:00:00,2737.0,2741.6,2737.0,2740.9,13
20241121  19:00:00,2742.0,2742.0,2739.9,2739.9,15
20241121  20:00:00,2741.2,2741.2,2738.4,2738.4,4
20241121  21:00:00,2739.8,2740.7,2739.8,2740.7,3
20241121  22:00:00,2738.8,2738.8,2737.4,2738.4,4
20241122  15:30:00,2755.5,2764.3,2754.0,2763.8,30
20241122  16:00:00,2765.0,2774.8,2765.0,2773.7,38
20241122  17:00:00,2772.1,2776.6,2771.8,2774.9,23
20241122  18:00:00,2775.8,2777.5,2774.3,2777.1,20
20241122  19:00:00,2778.8,2781.4,2778.8,2781.2,40
20241122  20:00:00,2781.1,2782.0,2779.1,2779.1,31
20241122  21:00:00,2778.6,2779.0,2777.2,2777.7,6
20241122  22:00:00,2777.7,2785.9,2777.7,2785.9,11
20241125  15:30:00,2713.6,2713.6,2702.6,2710.8,8
20241125  16:00:00,2707.0,2707.0,2697.0,2697.2,38
20241125  17:00:00,2699.9,2700.0,2699.8,2699.8,5
20241125  18:00:00,2701.4,2701.9,2693.4,2696.3,28
20241125  19:00:00,2692.5,2692.5,2684.0,2685.7,16
20241125  20:00:00,2687.9,2688.0,2687.6,2687.6,10
20241125  21:00:00,2694.3,2695.7,2693.6,2695.7,15
20241125  22:00:00,2695.7,2695.7,2695.6,2695.6,2
20241126  15:30:00,2697.0,2697.0,2685.9,2690.2,91
20241126  16:00:00,2690.3,2699.7,2689.0,2697.2,50
20241126  17:00:00,2697.7,2697.9,2696.5,2696.9,12
20241126  18:00:00,2695.0,2695.0,2692.8,2692.8,6
20241126  19:00:00,2689.9,2692.6,2688.9,2692.6,6
20241126  20:00:00,2692.6,2692.6,2692.6,2692.6,0
20241126  21:00:00,2695.5,2700.0,2695.5,2700.0,2
20241126  22:00:00,2700.0,2700.0,2700.0,2700.0,0
20241127  15:30:00,2721.1,2721.1,2721.1,2721.1,1
20241127  16:00:00,2715.0,2715.0,2706.2,2710.0,17
20241127  17:00:00,2708.4,2709.4,2707.4,2707.4,6
20241127  18:00:00,2708.5,2709.1,2707.0,2707.0,6
20241127  19:00:00,2706.3,2708.2,2705.8,2705.8,12
20241127  20:00:00,2704.0,2704.1,2703.0,2703.0,8
20241127  21:00:00,2703.0,2705.7,2703.0,2705.6,3
20241127  22:00:00,2704.6,2704.6,2702.9,2703.1,13
20241128  15:30:00,2711.5,2711.5,2711.5,2711.5,1
20241128  16:00:00,2704.9,2705.4,2704.9,2705.0,3
20241128  17:00:00,2705.0,2705.0,2705.0,2705.0,0
20241128  18:00:00,2707.8,2707.8,2707.8,2707.8,1
20241128  19:00:00,2707.8,2707.8,2707.8,2707.8,0
20241128  20:00:00,2704.7,2704.8,2704.7,2704.8,3
20241129  15:30:00,2721.6,2724.0,2718.0,2718.7,14
20241129  16:00:00,2718.5,2723.8,2717.3,2723.8,34
20241129  17:00:00,2725.2,2728.5,2725.2,2728.5,9
20241129  18:00:00,2728.0,2728.0,2724.6,2727.8,10
20241129  19:00:00,2725.7,2726.7,2724.5,2724.5,78
20241129  20:00:00,2716.0,2716.0,2716.0,2716.0,1
20241202  15:30:00,2711.0,2711.0,2708.8,2710.0,3
20241202  16:00:00,2713.8,2713.8,2707.5,2707.5,16
20241202  17:00:00,2705.0,2708.3,2705.0,2705.6,8
20241202  18:00:00,2704.2,2704.2,2704.2,2704.2,1
20241202  19:00:00,2701.6,2703.0,2700.2,2703.0,15
20241202  20:00:00,2704.4,2704.4,2704.4,2704.4,1
20241202  21:00:00,2703.4,2707.3,2703.4,2706.0,16
20241202  22:00:00,2702.4,2702.4,2702.4,2702.4,2
20241203  15:30:00,2715.9,2716.0,2711.3,2711.3,62
20241203  16:00:00,2708.7,2708.7,2701.8,2706.2,44
20241203  17:00:00,2707.2,2711.6,2704.4,2711.6,19
20241203  18:00:00,2711.4,2711.4,2709.2,2711.0,3
20241203  19:00:00,2709.4,2710.7,2708.0,2710.4,16
20241203  20:00:00,2706.0,2706.0,2706.0,2706.0,2
20241203  21:00:00,2708.0,2708.0,2707.8,2707.8,5
20241203  22:00:00,2707.2,2707.2,2707.2,2707.2,1
20241204  15:30:00,2718.3,2718.3,2715.7,2715.7,6
20241204  16:00:00,2716.5,2721.8,2714.2,2721.8,21
20241204  17:00:00,2721.0,2721.6,2713.2,2715.6,15
20241204  18:00:00,2715.0,2718.4,2714.9,2715.5,15
20241204  19:00:00,2718.1,2718.6,2716.6,2717.5,31
20241204  20:00:00,2712.9,2719.2,2712.9,2719.2,7
20241204  21:00:00,2717.4,2717.4,2716.9,2716.9,3
20241204  22:00:00,2716.9,2716.9,2716.9,2716.9,0
20241205  15:30:00,2711.3,2712.2,2708.1,2708.1,9
20241205  16:00:00,2704.8,2706.2,2696.9,2705.5,82
20241205  17:00:00,2706.9,2706.9,2697.6,2699.0,34
20241205  18:00:00,2699.3,2699.5,2688.8,2692.1,58
20241205  19:00:00,2692.8,2692.8,2687.9,2687.9,10
20241205  20:00:00,2695.8,2695.8,2695.0,2695.0,3
20241205  21:00:00,2695.0,2695.0,2695.0,2695.0,0
20241205  22:00:00,2695.0,2695.0,2695.0,2695.0,0
20241206  15:30:00,2692.1,2692.1,2692.1,2692.1,1
20241206  16:00:00,2696.1,2701.6,2696.1,2699.1,19
20241206  17:00:00,2700.4,2700.4,2700.4,2700.4,2
20241206  18:00:00,2697.8,2697.9,2697.5,2697.5,7
20241206  19:00:00,2701.3,2701.6,2700.4,2700.4,17
20241206  20:00:00,2698.5,2698.5,2697.2,2697.2,2
20241206  21:00:00,2700.0,2700.1,2698.5,2698.5,7
20241206  22:00:00,2696.7,2697.1,2694.9,2696.4,14
20241209  15:30:00,2733.2,2739.2,2733.2,2739.2,10
20241209  16:00:00,2736.9,2740.5,2733.2,2735.1,28
20241209  17:00:00,2733.4,2733.4,2732.0,2733.0,7
20241209  18:00:00,2731.1,2732.5,2729.1,2729.3,46
20241209  19:00:00,2727.6,2728.6,2727.1,2727.1,13
20241209  20:00:00,2726.1,2726.5,2726.1,2726.1,6
20241209  21:00:00,2726.1,2726.1,2726.1,2726.1,0
20241209  22:00:00,2724.0,2724.9,2724.0,2724.9,4
20241210  15:30:00,2752.0,2758.4,2752.0,2755.9,34
20241210  16:00:00,2756.4,2757.5,2752.3,2756.7,46
20241210  17:00:00,2756.3,2759.3,2755.0,2758.2,89
20241210  18:00:00,2760.1,2762.4,2760.1,2762.4,18
20241210  19:00:00,2762.0,2763.0,2760.2,2760.4,101
20241210  20:00:00,2760.1,2762.4,2759.8,2762.4,3
20241210  21:00:00,2760.4,2761.4,2760.0,2761.4,3
20241210  22:00:00,2761.4,2763.6,2761.4,2763.5,4
20241211  15:30:00,2772.9,2781.8,2770.6,2781.8,31
20241211  16:00:00,2783.2,2797.3,2782.8,2791.6,178
20241211  17:00:00,2791.4,2796.2,2790.9,2793.1,59
20241211  18:00:00,2793.2,2798.0,2793.2,2796.9,14
20241211  19:00:00,2798.2,2799.8,2791.3,2791.3,144
20241211  20:00:00,2791.9,2795.1,2791.9,2794.9,15
20241211  21:00:00,2795.6,2795.6,2795.2,2795.6,3
20241211  22:00:00,2795.6,2795.6,2795.6,2795.6,0
20241212  15:30:00,2753.5,2755.2,2747.4,2754.0,46
20241212  16:00:00,2753.2,2756.0,2740.6,2744.0,54
20241212  17:00:00,2746.4,2749.4,2744.7,2749.0,32
20241212  18:00:00,2751.4,2752.2,2751.4,2751.9,11
20241212  19:00:00,2750.0,2752.6,2750.0,2751.9,24
20241212  20:00:00,2751.9,2751.9,2751.9,2751.9,0
20241212  21:00:00,2749.4,2749.6,2749.4,2749.6,4
20241212  22:00:00,2748.2,2749.5,2748.2,2749.2,5
20241213  15:30:00,2722.4,2723.3,2719.4,2723.2,50
20241213  16:00:00,2721.2,2725.0,2717.2,2724.5,40
20241213  17:00:00,2723.3,2726.4,2720.8,2726.0,10
20241213  18:00:00,2723.3,2723.7,2720.4,2720.4,16
20241213  19:00:00,2720.4,2721.1,2715.6,2718.4,22
20241213  20:00:00,2718.3,2718.3,2716.0,2716.5,14
20241213  21:00:00,2715.8,2715.8,2708.5,2709.2,26
20241213  22:00:00,2709.2,2711.5,2708.4,2711.5,9
20241216  15:30:00,2720.0,2721.6,2717.1,2717.9,36
20241216  16:00:00,2717.9,2718.9,2713.8,2717.3,19
20241216  17:00:00,2717.6,2717.6,2711.7,2714.3,41
20241216  18:00:00,2714.4,2716.2,2714.2,2715.4,11
20241216  19:00:00,2713.2,2716.6,2713.2,2716.6,11
20241216  20:00:00,2715.5,2716.0,2713.4,2714.6,8
20241216  21:00:00,2713.9,2714.7,2713.9,2714.7,3
20241216  22:00:00,2713.3,2713.3,2713.3,2713.3,1
20241217  15:30:00,2698.5,2699.1,2693.5,2693.5,15
20241217  16:00:00,2694.4,2701.0,2694.1,2698.6,59
20241217  17:00:00,2696.7,2699.8,2695.3,2699.4,21
20241217  18:00:00,2700.0,2707.1,2700.0,2707.1,14
20241217  19:00:00,2705.4,2708.2,2705.4,2707.3,19
20241217  20:00:00,2708.5,2708.5,2706.9,2706.9,3
20241217  21:00:00,2707.3,2707.3,2705.5,2705.5,2
20241217  22:00:00,2705.4,2705.9,2705.4,2705.9,4
20241218  15:30:00,2699.8,2699.8,2699.8,2699.8,1
20241218  16:00:00,2698.3,2698.5,2696.2,2696.2,4
20241218  17:00:00,2701.2,2701.2,2695.1,2695.1,6
20241218  18:00:00,2699.2,2699.2,2699.2,2699.2,1
20241218  19:00:00,2698.3,2699.8,2697.9,2698.5,12
20241218  20:00:00,2688.3,2692.2,2664.3,2664.3,82
20241218  21:00:00,2667.9,2669.3,2647.0,2652.0,182
20241218  22:00:00,2653.0,2654.7,2647.0,2647.2,29
20241219  15:30:00,2656.4,2660.9,2651.9,2652.1,36
20241219  16:00:00,2652.1,2656.4,2647.5,2649.5,98
20241219  17:00:00,2649.5,2657.2,2648.7,2652.0,29
20241219  18:00:00,2653.7,2653.7,2651.8,2652.7,7
20241219  19:00:00,2655.6,2655.6,2652.8,2652.8,29
20241219  20:00:00,2659.8,2661.0,2659.2,2660.5,5
20241219  21:00:00,2658.8,2658.8,2656.7,2656.7,8
20241219  22:00:00,2656.4,2656.4,2655.4,2655.4,2
20241220  15:30:00,2680.7,2680.7,2676.6,2679.7,40
20241220  16:00:00,2680.6,2698.1,2680.5,2697.8,57
20241220  17:00:00,2697.6,2698.5,2688.0,2689.1,55
20241220  18:00:00,2691.1,2692.0,2687.6,2690.7,27
20241220  19:00:00,2689.5,2690.7,2689.1,2689.1,29
20241220  20:00:00,2693.0,2693.7,2691.9,2692.9,18
20241220  21:00:00,2691.3,2691.3,2690.1,2690.1,5
20241220  22:00:00,2687.2,2687.2,2684.0,2686.1,11
20241223  15:30:00,2677.7,2677.7,2675.0,2675.2,15
20241223  16:00:00,2675.4,2675.5,2669.9,2669.9,24
20241223  17:00:00,2671.2,2676.9,2668.9,2676.9,16
20241223  18:00:00,2677.5,2677.5,2674.2,2675.1,6
20241223  19:00:00,2672.5,2674.5,2672.5,2673.3,17
20241223  20:00:00,2672.4,2672.4,2671.7,2671.8,15
20241223  21:00:00,2673.8,2673.8,2672.0,2672.3,3
20241223  22:00:00,2675.1,2675.1,2675.1,2675.1,1
20241224  15:30:00,2677.5,2678.0,2677.5,2677.5,5
20241224  16:00:00,2671.0,2671.0,2671.0,2671.0,1
20241224  17:00:00,2676.5,2676.5,2676.5,2676.5,1
20241224  18:00:00,2679.7,2681.6,2679.7,2681.3,3
20241224  19:00:00,2681.1,2681.1,2681.1,2681.1,1
20241226  15:30:00,2689.2,2691.2,2687.7,2691.2,6
20241226  16:00:00,2693.3,2700.8,2693.3,2699.7,32
20241226  17:00:00,2698.9,2698.9,2696.0,2696.0,4
20241226  18:00:00,2693.8,2693.9,2693.1,2693.2,7
20241226  19:00:00,2697.3,2700.9,2696.7,2700.4,16
20241226  20:00:00,2698.9,2701.3,2698.9,2701.3,4
20241226  21:00:00,2701.3,2701.3,2701.3,2701.3,1
20241226  22:00:00,2701.8,2701.8,2701.8,2701.8,1
20241227  15:30:00,2673.9,2679.0,2673.5,2676.6,41
20241227  16:00:00,2676.9,2681.6,2675.5,2680.9,47
20241227  17:00:00,2681.1,2682.0,2680.7,2681.6,16
20241227  18:00:00,2680.9,2680.9,2676.8,2678.3,19
20241227  19:00:00,2679.3,2680.8,2678.7,2680.8,15
20241227  20:00:00,2681.3,2684.0,2681.3,2684.0,7
20241227  21:00:00,2677.6,2679.2,2677.6,2679.2,4
20241227  22:00:00,2680.8,2682.8,2680.8,2682.8,2
20241230  15:30:00,2669.9,2671.7,2665.8,2671.7,4
20241230  16:00:00,2668.9,2668.9,2660.3,2662.8,71
20241230  17:00:00,2662.5,2663.7,2657.6,2660.0,68
20241230  18:00:00,2661.8,2665.8,2661.8,2665.8,24
20241230  19:00:00,2666.9,2668.0,2666.3,2667.1,110
20241230  20:00:00,2667.7,2668.9,2667.7,2668.9,5
20241230  21:00:00,2671.6,2671.6,2671.0,2671.0,2
20241230  22:00:00,2671.0,2671.0,2671.0,2671.0,0
20241231  15:30:00,2678.1,2680.3,2677.4,2677.4,9
20241231  16:00:00,2677.6,2689.8,2677.6,2689.7,56
20241231  17:00:00,2687.9,2691.8,2687.9,2690.2,13
20241231  18:00:00,2689.6,2691.7,2688.8,2689.2,21
20241231  19:00:00,2688.8,2692.6,2688.7,2691.2,37
20241231  20:00:00,2690.5,2691.2,2690.5,2691.1,3
20241231  21:00:00,2689.9,2690.4,2688.4,2688.4,3
20241231  22:00:00,2689.8,2689.8,2689.8,2689.8,2
20250102  15:30:00,2711.8,2712.4,2709.1,2709.8,30
20250102  16:00:00,2709.3,2717.4,2708.6,2716.4,63
20250102  17:00:00,2713.0,2723.1,2712.9,2723.1,31
20250102  18:00:00,2723.1,2723.1,2716.3,2718.6,15
20250102  19:00:00,2722.1,2722.1,2717.1,2718.4,28
20250102  20:00:00,2717.7,2718.7,2717.7,2717.9,20
20250102  21:00:00,2719.5,2722.1,2719.5,2721.8,6
20250102  22:00:00,2722.2,2722.5,2720.0,2720.0,18
20250103  15:30:00,2712.8,2715.4,2710.9,2710.9,27
20250103  16:00:00,2709.5,2710.0,2704.7,2707.5,20
20250103  17:00:00,2710.2,2710.2,2701.8,2701.8,13
20250103  18:00:00,2703.8,2704.3,2701.9,2704.0,45
20250103  19:00:00,2703.2,2704.4,2703.2,2704.2,61
20250103  20:00:00,2704.6,2705.6,2703.0,2703.0,6
20250103  21:00:00,2702.1,2702.1,2702.1,2702.1,1
20250103  22:00:00,2699.5,2700.5,2699.5,2700.5,3
20250106  15:30:00,2684.9,2694.1,2682.9,2692.6,17
20250106  16:00:00,2690.7,2699.1,2690.6,2692.7,30
20250106  17:00:00,2695.1,2700.5,2695.1,2700.5,8
20250106  18:00:00,2699.1,2699.1,2695.5,2695.5,4
20250106  19:00:00,2694.3,2697.0,2694.3,2695.7,119
20250106  20:00:00,2694.0,2694.2,2693.7,2694.2,4
20250106  21:00:00,2693.8,2693.8,2693.8,2693.8,2
20250106  22:00:00,2694.1,2695.0,2694.1,2695.0,7
20250107  15:30:00,2721.7,2724.7,2719.5,2719.5,96
20250107  16:00:00,2714.8,2714.9,2703.0,2711.2,92
20250107  17:00:00,2709.0,2717.1,2709.0,2713.5,77
20250107  18:00:00,2716.0,2717.2,2712.8,2714.2,22
20250107  19:00:00,2714.1,2714.4,2711.3,2711.3,74
20250107  20:00:00,2710.8,2710.8,2710.8,2710.8,1
20250107  21:00:00,2712.5,2712.5,2712.5,2712.5,1
20250107  22:00:00,2712.9,2712.9,2712.5,2712.5,2
20250108  15:30:00,2727.2,2731.9,2726.8,2729.9,20
20250108  16:00:00,2726.1,2732.6,2724.3,2730.7,56
20250108  17:00:00,2731.4,2735.9,2728.6,2735.9,27
20250108  18:00:00,2735.5,2735.8,2714.8,2718.4,214
20250108  19:00:00,2720.4,2724.8,2719.1,2719.1,55
20250108  20:00:00,2719.3,2726.7,2719.3,2724.2,8
20250108  21:00:00,2725.2,2730.9,2725.2,2730.9,170
20250108  22:00:00,2730.8,2730.8,2730.7,2730.7,2
20250109  15:30:00,2739.1,2743.5,2738.8,2742.1,10
20250109  16:00:00,2743.1,2743.6,2736.4,2736.4,48
20250109  17:00:00,2736.5,2739.4,2734.6,2735.9,25
20250109  18:00:00,2734.1,2735.8,2732.1,2735.2,71
20250109  19:00:00,2735.6,2742.3,2735.6,2741.3,35
20250109  20:00:00,2740.0,2740.0,2740.0,2740.0,1
20250109  21:00:00,2741.9,2741.9,2741.9,2741.9,4
20250109  22:00:00,2741.5,2743.0,2741.5,2743.0,2
20250110  15:30:00,2779.4,2784.8,2767.4,2773.7,63
20250110  16:00:00,2769.6,2783.8,2767.5,2770.1,101
20250110  17:00:00,2770.5,2779.1,2767.3,2779.1,82
20250110  18:00:00,2777.2,2780.0,2772.0,2777.6,33
20250110  19:00:00,2777.9,2778.3,2764.6,2768.6,128
20250110  20:00:00,2768.0,2770.7,2767.0,2767.0,10
20250110  21:00:00,2766.7,2768.6,2766.2,2767.3,50
20250110  22:00:00,2769.8,2770.5,2766.9,2768.0,9
20250113  15:30:00,2736.8,2744.3,2735.2,2744.3,30
20250113  16:00:00,2741.5,2743.6,2732.2,2732.2,69
20250113  17:00:00,2731.5,2737.9,2731.5,2735.5,25
20250113  18:00:00,2732.4,2736.1,2731.9,2733.5,30
20250113  19:00:00,2733.8,2734.2,2728.0,2730.0,162
20250113  20:00:00,2728.9,2730.5,2726.9,2728.8,17
20250113  21:00:00,2730.8,2730.8,2730.8,2730.8,2
20250113  22:00:00,2730.7,2731.8,2730.4,2731.8,5
20250114  15:30:00,2726.2,2728.9,2725.2,2727.1,23
20250114  16:00:00,2730.7,2738.3,2730.7,2736.2,34
20250114  17:00:00,2737.5,2739.9,2736.7,2739.9,11
