Data,Apertura,Massimo,Minimo,Prezzo,Volume
20240808  19:00:00,2513.7,2520.8,2513.7,2518.2,6
20240808  20:00:00,2518.2,2518.2,2518.2,2518.2,0
20240808  21:00:00,2518.2,2518.2,2518.2,2518.2,0
20240808  22:00:00,2518.2,2518.2,2518.2,2518.2,0
20240809  15:30:00,2526.9,2526.9,2518.8,2520.0,12
20240809  16:00:00,2524.2,2531.9,2524.0,2527.1,29
20240809  17:00:00,2527.0,2528.2,2525.4,2528.2,13
20240809  18:00:00,2525.8,2525.8,2525.8,2525.8,1
20240809  19:00:00,2531.4,2531.7,2528.1,2528.4,18
20240809  20:00:00,2528.4,2528.4,2528.4,2528.4,0
20240809  21:00:00,2525.1,2525.8,2525.1,2525.3,7
20240809  22:00:00,2527.7,2527.7,2527.7,2527.7,1
20240812  15:30:00,2553.4,2554.0,2553.4,2554.0,2
20240812  16:00:00,2550.0,2553.1,2547.5,2552.0,6
20240812  17:00:00,2553.2,2558.6,2553.2,2557.8,18
20240812  18:00:00,2562.5,2562.5,2561.2,2562.5,4
20240812  19:00:00,2564.0,2567.0,2564.0,2567.0,3
20240812  20:00:00,2567.0,2567.0,2567.0,2567.0,0
20240812  21:00:00,2567.0,2567.0,2567.0,2567.0,0
20240812  22:00:00,2567.0,2567.0,2567.0,2567.0,0
20240813  15:30:00,2571.7,2573.0,2571.5,2573.0,4
20240813  16:00:00,2569.7,2569.7,2567.0,2567.6,5
20240813  17:00:00,2569.6,2569.6,2567.2,2568.8,5
20240813  18:00:00,2566.7,2566.7,2566.7,2566.7,1
20240813  19:00:00,2567.0,2567.0,2564.5,2564.5,43
20240813  20:00:00,2565.5,2566.5,2565.2,2565.2,14
20240813  21:00:00,2566.2,2567.2,2563.4,2563.4,7
20240813  22:00:00,2563.4,2563.4,2563.4,2563.4,0
20240814  15:30:00,2552.1,2552.1,2552.1,2552.1,0
20240814  16:00:00,2553.1,2553.1,2545.0,2545.0,6
20240814  17:00:00,2547.6,2547.6,2539.5,2539.5,8
20240814  18:00:00,2540.8,2540.8,2540.1,2540.1,4
20240814  19:00:00,2540.3,2540.5,2537.2,2537.7,13
20240814  20:00:00,2543.3,2543.3,2543.3,2543.3,1
20240814  21:00:00,2543.6,2543.6,2541.9,2542.2,6
20240814  22:00:00,2542.2,2542.2,2542.2,2542.2,0
20240815  15:30:00,2545.2,2545.2,2533.0,2534.0,6
20240815  16:00:00,2546.0,2554.6,2542.2,2551.6,33
20240815  17:00:00,2549.1,2554.9,2549.1,2554.9,12
20240815  18:00:00,2554.6,2555.1,2552.0,2552.0,8
20240815  19:00:00,2551.3,2552.7,2551.1,2551.2,9
20240815  20:00:00,2551.5,2554.7,2551.5,2554.0,9
20240815  21:00:00,2555.7,2558.2,2552.3,2552.3,10
20240815  22:00:00,2552.3,2552.3,2552.3,2552.3,0
20240816  15:30:00,2586.7,2596.2,2586.7,2595.6,10
20240816  16:00:00,2589.1,2592.1,2580.1,2586.9,36
20240816  17:00:00,2587.1,2588.6,2584.5,2588.6,45
20240816  18:00:00,2591.9,2596.1,2591.9,2596.1,8
20240816  19:00:00,2593.9,2598.7,2593.9,2596.5,11
20240816  20:00:00,2598.1,2603.6,2597.2,2602.4,11
20240816  21:00:00,2601.4,2604.2,2601.4,2603.8,7
20240816  22:00:00,2607.4,2607.4,2605.7,2605.7,2
20240819  15:30:00,2587.0,2587.0,2587.0,2587.0,0
20240819  16:00:00,2593.9,2594.8,2593.6,2594.8,7
20240819  17:00:00,2602.6,2602.6,2602.6,2602.6,4
20240819  18:00:00,2604.4,2604.4,2604.4,2604.4,1
20240819  19:00:00,2602.4,2602.4,2600.6,2600.6,6
20240819  20:00:00,2600.6,2600.6,2600.6,2600.6,0
20240819  21:00:00,2600.6,2600.6,2600.6,2600.6,0
20240819  22:00:00,2600.6,2600.6,2600.6,2600.6,0
20240820  15:30:00,2620.5,2628.6,2619.6,2628.6,16
20240820  16:00:00,2628.7,2628.7,2620.3,2625.4,36
20240820  17:00:00,2619.5,2619.5,2605.8,2605.8,11
20240820  18:00:00,2606.8,2608.0,2602.7,2607.4,6
20240820  19:00:00,2605.8,2610.4,2605.8,2607.5,25
20240820  20:00:00,2612.0,2612.0,2612.0,2612.0,2
20240820  21:00:00,2610.8,2612.3,2610.8,2612.3,3
20240820  22:00:00,2614.0,2614.0,2614.0,2614.0,1
20240821  15:30:00,2601.2,2603.1,2594.7,2597.3,22
20240821  16:00:00,2597.9,2601.4,2592.7,2598.2,13
20240821  17:00:00,2605.2,2605.3,2605.0,2605.0,4
20240821  18:00:00,2604.0,2604.0,2600.6,2600.6,15
20240821  19:00:00,2607.2,2607.2,2607.2,2607.2,3
20240821  20:00:00,2606.0,2615.8,2606.0,2615.4,13
20240821  21:00:00,2615.4,2615.4,2615.4,2615.4,0
20240821  22:00:00,2615.4,2615.4,2615.4,2615.4,0
20240822  15:30:00,2582.1,2582.1,2578.2,2579.9,24
20240822  16:00:00,2578.8,2578.8,2566.5,2566.5,33
20240822  17:00:00,2566.5,2566.5,2566.5,2566.5,0
20240822  18:00:00,2566.5,2566.5,2566.5,2566.5,0
20240822  19:00:00,2574.7,2577.2,2574.7,2576.8,5
20240822  20:00:00,2576.8,2576.8,2576.8,2576.8,0
20240822  21:00:00,2576.8,2576.8,2576.8,2576.8,0
20240822  22:00:00,2576.8,2576.8,2576.8,2576.8,0
20240823  15:30:00,2591.7,2591.7,2591.7,2591.7,0
20240823  16:00:00,2600.6,2612.9,2600.0,2600.8,54
20240823  17:00:00,2604.5,2611.7,2604.5,2611.7,7
20240823  18:00:00,2601.1,2602.2,2601.1,2602.2,5
20240823  19:00:00,2605.2,2605.3,2604.7,2605.3,11
20240823  20:00:00,2605.7,2605.7,2604.7,2605.5,17
20240823  21:00:00,2605.5,2605.5,2605.5,2605.5,0
20240823  22:00:00,2605.2,2605.2,2605.2,2605.2,1
20240826  15:30:00,2618.6,2618.6,2610.8,2610.8,7
20240826  16:00:00,2609.9,2610.8,2605.3,2609.9,24
20240826  17:00:00,2609.9,2609.9,2609.9,2609.9,0
20240826  18:00:00,2609.9,2609.9,2609.9,2609.9,0
20240826  19:00:00,2618.1,2618.1,2614.7,2614.7,2
20240826  20:00:00,2614.7,2614.7,2614.7,2614.7,0
20240826  21:00:00,2613.0,2613.0,2613.0,2613.0,1
20240826  22:00:00,2613.0,2613.0,2613.0,2613.0,0
20240827  15:30:00,2607.1,2609.5,2605.0,2609.5,6
20240827  16:00:00,2605.0,2612.0,2602.6,2612.0,12
20240827  17:00:00,2613.0,2614.3,2610.8,2610.8,10
20240827  18:00:00,2606.2,2608.1,2605.0,2608.1,14
20240827  19:00:00,2608.7,2614.2,2608.7,2613.6,15
20240827  20:00:00,2615.2,2619.7,2614.6,2619.7,16
20240827  21:00:00,2619.2,2619.2,2619.2,2619.2,2
20240827  22:00:00,2618.2,2618.2,2618.2,2618.2,1
20240828  15:30:00,2598.6,2598.6,2598.0,2598.0,5
20240828  16:00:00,2598.0,2598.0,2598.0,2598.0,0
20240828  17:00:00,2600.8,2600.8,2600.2,2600.2,3
20240828  18:00:00,2600.2,2600.2,2600.2,2600.2,0
20240828  19:00:00,2596.6,2596.6,2596.6,2596.6,1
20240828  20:00:00,2596.6,2596.6,2596.6,2596.6,0
20240828  21:00:00,2596.6,2596.6,2596.6,2596.6,0
20240828  22:00:00,2596.6,2596.6,2596.6,2596.6,0
20240829  15:30:00,2611.4,2611.4,2611.4,2611.4,0
20240829  16:00:00,2611.8,2611.8,2608.2,2608.2,4
20240829  17:00:00,2617.0,2617.0,2617.0,2617.0,2
20240829  18:00:00,2619.0,2619.0,2619.0,2619.0,2
20240829  19:00:00,2618.4,2619.9,2618.4,2619.6,7
20240829  20:00:00,2618.6,2618.6,2615.6,2615.6,3
20240829  21:00:00,2615.6,2615.6,2615.6,2615.6,0
20240829  22:00:00,2615.6,2615.6,2615.6,2615.6,0
20240830  15:30:00,2610.2,2610.2,2610.2,2610.2,0
20240830  16:00:00,2603.7,2604.4,2603.7,2604.4,4
20240830  17:00:00,2597.7,2597.7,2594.4,2596.5,11
20240830  18:00:00,2595.8,2595.8,2588.9,2588.9,9
20240830  19:00:00,2586.6,2586.7,2586.2,2586.7,3
20240830  20:00:00,2586.7,2586.7,2586.7,2586.7,0
20240830  21:00:00,2586.7,2586.7,2586.7,2586.7,0
20240830  22:00:00,2586.7,2586.7,2586.7,2586.7,0
20240903  15:30:00,2567.2,2570.1,2567.1,2570.0,10
20240903  16:00:00,2570.9,2570.9,2563.6,2563.6,6
20240903  17:00:00,2568.7,2572.4,2568.7,2572.4,9
20240903  18:00:00,2572.4,2572.4,2572.4,2572.4,0
20240903  19:00:00,2572.4,2572.4,2572.4,2572.4,0
20240903  20:00:00,2579.0,2579.0,2579.0,2579.0,1
20240903  21:00:00,2579.3,2579.3,2579.3,2579.3,2
20240903  22:00:00,2579.3,2579.3,2579.3,2579.3,0
20240904  15:30:00,2572.6,2572.6,2572.6,2572.6,0
20240904  16:00:00,2572.6,2572.6,2572.6,2572.6,0
20240904  17:00:00,2572.6,2572.6,2572.6,2572.6,0
20240904  18:00:00,2572.6,2572.6,2572.6,2572.6,0
20240904  19:00:00,2572.6,2572.6,2572.6,2572.6,0
20240904  20:00:00,2572.6,2572.6,2572.6,2572.6,0
20240904  21:00:00,2581.5,2581.5,2581.4,2581.4,2
20240904  22:00:00,2581.4,2581.4,2581.4,2581.4,0
20240905  15:30:00,2603.8,2603.8,2603.8,2603.8,0
20240905  16:00:00,2604.9,2606.3,2597.4,2597.4,15
20240905  17:00:00,2595.3,2595.3,2592.2,2592.2,4
20240905  18:00:00,2592.2,2592.2,2592.2,2592.2,0
20240905  19:00:00,2592.2,2592.2,2592.2,2592.2,0
20240905  20:00:00,2592.2,2592.2,2592.2,2592.2,0
20240905  21:00:00,2592.2,2592.2,2592.2,2592.2,0
20240905  22:00:00,2592.2,2592.2,2592.2,2592.2,0
20240906  15:30:00,2592.0,2592.0,2591.5,2591.5,3
20240906  16:00:00,2590.9,2600.8,2590.9,2599.2,3
20240906  17:00:00,2598.0,2601.9,2593.3,2594.3,44
20240906  18:00:00,2587.6,2587.6,2570.0,2572.3,56
20240906  19:00:00,2578.5,2578.5,2578.5,2578.5,2
20240906  20:00:00,2578.5,2578.5,2578.5,2578.5,0
20240906  21:00:00,2578.5,2578.5,2578.5,2578.5,0
20240906  22:00:00,2578.5,2578.5,2578.5,2578.5,0
20240909  15:30:00,2585.3,2585.3,2585.3,2585.3,1
20240909  16:00:00,2579.3,2579.3,2579.3,2579.3,2
20240909  17:00:00,2579.3,2579.3,2579.3,2579.3,0
20240909  18:00:00,2579.3,2579.3,2579.3,2579.3,0
20240909  19:00:00,2589.3,2589.6,2588.9,2588.9,31
20240909  20:00:00,2588.9,2588.9,2588.9,2588.9,0
20240909  21:00:00,2588.9,2588.9,2588.9,2588.9,0
20240909  22:00:00,2591.4,2591.4,2591.4,2591.4,1
20240910  15:30:00,2588.9,2588.9,2588.9,2588.9,0
20240910  16:00:00,2588.9,2588.9,2588.9,2588.9,0
20240910  17:00:00,2588.9,2588.9,2588.9,2588.9,0
20240910  18:00:00,2588.9,2588.9,2588.9,2588.9,0
20240910  19:00:00,2600.0,2600.0,2599.9,2599.9,3
20240910  20:00:00,2599.9,2599.9,2599.9,2599.9,0
20240910  21:00:00,2602.8,2602.8,2602.8,2602.8,1
20240910  22:00:00,2602.5,2602.5,2601.9,2601.9,2
20240911  15:30:00,2592.6,2592.6,2592.6,2592.6,0
20240911  16:00:00,2592.6,2592.6,2592.6,2592.6,0
20240911  17:00:00,2598.8,2598.8,2598.8,2598.8,5
20240911  18:00:00,2598.8,2598.8,2598.8,2598.8,0
20240911  19:00:00,2601.9,2601.9,2599.7,2599.9,5
20240911  20:00:00,2599.9,2599.9,2599.9,2599.9,0
20240911  21:00:00,2599.9,2599.9,2599.9,2599.9,0
20240911  22:00:00,2599.9,2599.9,2599.9,2599.9,0
20240912  15:30:00,2625.0,2636.0,2625.0,2636.0,2
20240912  16:00:00,2634.7,2640.0,2630.1,2639.2,22
20240912  17:00:00,2639.3,2639.3,2639.3,2639.3,1
20240912  18:00:00,2635.0,2638.0,2633.0,2637.4,98
20240912  19:00:00,2638.0,2640.5,2638.0,2640.5,5
20240912  20:00:00,2640.5,2640.5,2640.5,2640.5,0
20240912  21:00:00,2640.5,2640.5,2640.5,2640.5,0
20240912  22:00:00,2640.5,2640.5,2640.5,2640.5,0
20240913  15:30:00,2664.7,2666.1,2660.8,2660.8,22
20240913  16:00:00,2661.5,2664.4,2658.9,2664.4,25
20240913  17:00:00,2660.9,2662.1,2660.9,2662.1,27
20240913  18:00:00,2668.0,2670.1,2667.0,2668.5,45
20240913  19:00:00,2669.7,2669.7,2668.2,2668.2,4
20240913  20:00:00,2668.2,2668.2,2668.2,2668.2,0
20240913  21:00:00,2668.2,2668.2,2668.2,2668.2,0
20240913  22:00:00,2668.2,2668.2,2668.2,2668.2,0
20240916  15:30:00,2665.6,2668.4,2665.1,2668.4,10
20240916  16:00:00,2669.7,2669.7,2664.0,2664.5,11
20240916  17:00:00,2664.5,2664.5,2664.5,2664.5,0
20240916  18:00:00,2664.5,2664.5,2664.5,2664.5,0
20240916  19:00:00,2665.0,2665.3,2664.7,2664.7,3
20240916  20:00:00,2664.5,2664.7,2664.5,2664.6,3
20240916  21:00:00,2663.4,2663.4,2663.4,2663.4,1
20240916  22:00:00,2663.4,2663.4,2663.4,2663.4,0
20240917  15:30:00,2660.1,2660.1,2660.1,2660.1,0
20240917  16:00:00,2660.1,2660.1,2660.1,2660.1,0
20240917  17:00:00,2657.9,2658.5,2647.0,2648.3,16
20240917  18:00:00,2646.5,2646.5,2645.0,2645.0,3
20240917  19:00:00,2648.8,2650.2,2647.5,2650.2,7
20240917  20:00:00,2653.1,2653.1,2653.1,2653.1,1
20240917  21:00:00,2653.1,2653.1,2653.1,2653.1,0
20240917  22:00:00,2653.1,2653.1,2653.1,2653.1,0
20240918  15:30:00,2659.7,2659.7,2659.7,2659.7,0
20240918  16:00:00,2652.7,2654.7,2652.7,2654.7,2
20240918  17:00:00,2654.7,2654.7,2654.7,2654.7,0
20240918  18:00:00,2654.7,2654.7,2654.7,2654.7,0
20240918  19:00:00,2656.0,2656.0,2655.4,2655.4,3
20240918  20:00:00,2660.0,2674.7,2655.2,2665.9,12
20240918  21:00:00,2649.3,2649.3,2630.0,2630.0,10
20240918  22:00:00,2630.0,2630.0,2630.0,2630.0,0
20240919  15:30:00,2658.2,2658.2,2658.2,2658.2,0
20240919  16:00:00,2658.2,2658.2,2658.2,2658.2,0
20240919  17:00:00,2668.6,2668.6,2668.6,2668.6,1
20240919  18:00:00,2670.8,2673.5,2670.6,2673.5,29
20240919  19:00:00,2670.9,2671.5,2670.9,2671.5,3
20240919  20:00:00,2671.9,2671.9,2671.5,2671.5,26
20240919  21:00:00,2669.1,2669.1,2669.1,2669.1,1
20240919  22:00:00,2668.7,2668.7,2668.7,2668.7,1
20240920  15:30:00,2687.4,2687.4,2686.0,2686.0,18
20240920  16:00:00,2689.2,2692.5,2689.2,2692.5,8
20240920  17:00:00,2705.8,2706.1,2705.8,2705.9,22
20240920  18:00:00,2705.4,2705.4,2705.4,2705.4,1
20240920  19:00:00,2703.5,2703.7,2703.3,2703.4,18
20240920  20:00:00,2703.4,2703.4,2703.4,2703.4,0
20240920  21:00:00,2704.3,2704.9,2704.0,2704.0,23
20240920  22:00:00,2702.7,2702.7,2702.7,2702.7,1
20240923  15:30:00,2709.8,2715.8,2709.6,2715.8,26
20240923  16:00:00,2713.5,2716.7,2711.8,2712.8,14
20240923  17:00:00,2711.7,2711.7,2711.7,2711.7,1
20240923  18:00:00,2710.8,2712.3,2710.8,2712.3,2
20240923  19:00:00,2710.1,2710.1,2709.5,2709.7,4
20240923  20:00:00,2709.7,2709.7,2709.7,2709.7,0
20240923  21:00:00,2709.6,2709.6,2709.6,2709.6,1
20240923  22:00:00,2709.6,2709.6,2709.6,2709.6,0
20240924  15:30:00,2718.8,2718.8,2718.8,2718.8,0
20240924  16:00:00,2718.7,2726.6,2717.6,2726.2,23
20240924  17:00:00,2726.1,2727.6,2721.9,2725.2,11
20240924  18:00:00,2735.8,2737.0,2735.5,2735.5,4
20240924  19:00:00,2735.5,2735.5,2735.5,2735.5,0
20240924  20:00:00,2739.2,2739.4,2739.2,2739.4,2
20240924  21:00:00,2738.8,2745.8,2738.8,2743.4,8
20240924  22:00:00,2744.8,2744.8,2744.8,2744.8,1
20240925  15:30:00,2737.0,2737.0,2737.0,2737.0,0
20240925  16:00:00,2744.0,2748.8,2736.0,2739.5,19
20240925  17:00:00,2739.5,2739.5,2739.5,2739.5,0
20240925  18:00:00,2739.5,2739.5,2739.5,2739.5,0
20240925  19:00:00,2735.9,2738.0,2735.9,2738.0,3
20240925  20:00:00,2741.3,2741.3,2741.3,2741.3,1
20240925  21:00:00,2741.0,2741.0,2741.0,2741.0,1
20240925  22:00:00,2741.0,2741.0,2741.0,2741.0,0
20240926  15:30:00,2743.8,2744.0,2738.2,2738.2,15
20240926  16:00:00,2743.6,2743.6,2743.6,2743.6,4
20240926  17:00:00,2750.3,2752.8,2750.3,2752.8,3
20240926  18:00:00,2747.4,2748.4,2747.2,2748.4,11
20240926  19:00:00,2752.3,2752.3,2752.3,2752.3,1
20240926  20:00:00,2752.3,2752.3,2752.3,2752.3,0
20240926  21:00:00,2752.3,2752.3,2752.3,2752.3,0
20240926  22:00:00,2752.3,2752.3,2752.3,2752.3,0
20240927  15:30:00,2746.8,2747.5,2746.3,2747.5,51
20240927  16:00:00,2747.2,2747.2,2732.2,2732.2,36
20240927  17:00:00,2731.2,2732.1,2724.5,2728.9,38
20240927  18:00:00,2728.6,2732.7,2728.6,2732.7,3
20240927  19:00:00,2726.5,2726.5,2725.2,2725.3,4
20240927  20:00:00,2725.5,2725.5,2725.3,2725.3,4
20240927  21:00:00,2729.4,2731.4,2729.4,2731.4,4
20240927  22:00:00,2733.4,2733.4,2733.3,2733.3,2
20240930  15:30:00,2712.0,2712.2,2709.5,2712.2,31
20240930  16:00:00,2711.4,2711.4,2709.8,2709.8,3
20240930  17:00:00,2712.9,2712.9,2711.8,2712.9,3
20240930  18:00:00,2716.8,2716.8,2716.8,2716.8,1
20240930  19:00:00,2719.3,2719.3,2719.3,2719.3,1
20240930  20:00:00,2705.6,2705.6,2705.6,2705.6,1
20240930  21:00:00,2709.0,2709.0,2709.0,2709.0,2
20240930  22:00:00,2712.1,2712.1,2712.1,2712.1,1
20241001  15:30:00,2738.3,2751.0,2738.3,2750.8,21
20241001  16:00:00,2746.3,2749.1,2739.2,2739.2,30
20241001  17:00:00,2736.4,2743.6,2736.4,2743.5,11
20241001  18:00:00,2748.0,2750.0,2748.0,2749.0,5
20241001  19:00:00,2744.0,2750.4,2744.0,2749.6,5
20241001  20:00:00,2739.0,2739.3,2739.0,2739.0,21
20241001  21:00:00,2739.0,2739.0,2739.0,2739.0,0
20241001  22:00:00,2739.0,2739.0,2739.0,2739.0,0
20241002  15:30:00,2736.6,2738.8,2736.6,2738.8,2
20241002  16:00:00,2742.9,2742.9,2742.9,2742.9,1
20241002  17:00:00,2742.9,2742.9,2742.9,2742.9,0
20241002  18:00:00,2742.9,2742.9,2742.9,2742.9,0
20241002  19:00:00,2729.3,2729.3,2729.3,2729.3,1
20241002  20:00:00,2729.3,2729.3,2729.3,2729.3,0
20241002  21:00:00,2729.3,2729.3,2729.3,2729.3,0
20241002  22:00:00,2729.3,2729.3,2729.3,2729.3,0
20241003  15:30:00,2729.2,2729.2,2729.2,2729.2,0
20241003  16:00:00,2717.6,2730.2,2717.6,2730.2,19
20241003  17:00:00,2730.2,2730.2,2730.2,2730.2,0
20241003  18:00:00,2734.3,2739.2,2734.3,2738.8,4
20241003  19:00:00,2739.8,2739.8,2739.8,2739.8,1
20241003  20:00:00,2738.5,2738.5,2737.8,2737.8,2
20241003  21:00:00,2737.8,2737.8,2737.8,2737.8,0
20241003  22:00:00,2737.8,2737.8,2737.8,2737.8,0
20241004  15:30:00,2734.3,2734.3,2734.3,2734.3,1
20241004  16:00:00,2731.2,2742.4,2731.2,2739.6,13
20241004  17:00:00,2744.0,2748.0,2744.0,2747.5,13
20241004  18:00:00,2725.6,2725.6,2725.1,2725.5,4
20241004  19:00:00,2728.5,2731.6,2728.5,2731.6,3
20241004  20:00:00,2731.5,2731.5,2727.8,2727.8,6
20241004  21:00:00,2731.5,2731.5,2731.5,2731.5,1
20241004  22:00:00,2733.1,2733.7,2733.1,2733.7,2
20241007  15:30:00,2727.3,2727.3,2727.3,2727.3,1
20241007  16:00:00,2727.3,2727.3,2727.3,2727.3,0
20241007  17:00:00,2731.5,2731.6,2729.7,2729.7,10
20241007  18:00:00,2726.8,2726.8,2726.7,2726.7,6
20241007  19:00:00,2726.7,2726.7,2726.7,2726.7,0
20241007  20:00:00,2726.7,2726.7,2726.7,2726.7,0
20241007  21:00:00,2726.7,2726.7,2726.7,2726.7,0
20241007  22:00:00,2726.7,2726.7,2726.7,2726.7,0
20241008  15:30:00,2720.0,2723.1,2719.2,2721.2,36
20241008  16:00:00,2721.2,2721.2,2703.3,2703.3,32
20241008  17:00:00,2700.0,2700.0,2686.8,2695.0,38
20241008  18:00:00,2690.3,2690.3,2690.1,2690.1,2
20241008  19:00:00,2686.8,2698.0,2686.8,2697.5,19
20241008  20:00:00,2696.0,2696.4,2696.0,2696.4,6
20241008  21:00:00,2698.2,2702.0,2698.2,2702.0,4
20241008  22:00:00,2702.0,2702.0,2702.0,2702.0,0
20241009  15:30:00,2690.0,2690.0,2690.0,2690.0,1
20241009  16:00:00,2688.9,2689.3,2686.8,2686.8,18
20241009  17:00:00,2694.6,2695.4,2694.6,2695.2,7
20241009  18:00:00,2690.0,2690.2,2690.0,2690.2,6
20241009  19:00:00,2690.2,2690.2,2690.2,2690.2,0
20241009  20:00:00,2691.0,2691.0,2691.0,2691.0,1
20241009  21:00:00,2690.0,2690.0,2689.9,2689.9,2
20241009  22:00:00,2689.9,2689.9,2689.9,2689.9,0
20241010  15:30:00,2697.4,2706.8,2696.0,2706.8,13
20241010  16:00:00,2709.0,2709.0,2703.1,2703.1,13
20241010  17:00:00,2699.1,2702.4,2698.9,2702.4,3
20241010  18:00:00,2705.2,2707.4,2705.2,2707.4,2
20241010  19:00:00,2698.3,2704.9,2698.3,2704.9,39
20241010  20:00:00,2704.6,2709.0,2704.6,2709.0,2
20241010  21:00:00,2710.9,2710.9,2710.9,2710.9,5
20241010  22:00:00,2710.9,2710.9,2710.9,2710.9,0
20241011  15:30:00,2730.7,2731.5,2727.8,2727.8,5
20241011  16:00:00,2731.6,2734.9,2731.6,2734.9,18
20241011  17:00:00,2734.6,2738.3,2734.6,2738.3,7
20241011  18:00:00,2738.3,2738.3,2738.3,2738.3,0
20241011  19:00:00,2740.8,2740.8,2737.9,2738.9,5
20241011  20:00:00,2738.2,2738.2,2738.2,2738.2,1
20241011  21:00:00,2738.2,2738.2,2738.2,2738.2,0
20241011  22:00:00,2735.7,2735.7,2735.6,2735.6,5
20241014  15:30:00,2730.0,2730.0,2730.0,2730.0,0
20241014  16:00:00,2730.0,2730.0,2730.0,2730.0,0
20241014  17:00:00,2726.9,2727.3,2726.9,2727.1,6
20241014  18:00:00,2727.1,2727.1,2727.1,2727.1,0
20241014  19:00:00,2728.9,2728.9,2728.9,2728.9,1
20241014  20:00:00,2728.9,2728.9,2728.9,2728.9,0
20241014  21:00:00,2731.6,2731.6,2731.6,2731.6,1
20241014  22:00:00,2733.0,2733.4,2733.0,2733.4,21
20241015  15:30:00,2728.0,2729.6,2727.1,2729.6,6
20241015  16:00:00,2732.0,2739.0,2732.0,2739.0,5
20241015  17:00:00,2742.6,2744.1,2741.7,2744.1,12
20241015  18:00:00,2747.8,2747.8,2745.4,2745.4,4
20241015  19:00:00,2745.4,2745.4,2745.4,2745.4,0
20241015  20:00:00,2745.4,2745.4,2745.4,2745.4,0
20241015  21:00:00,2745.4,2745.4,2745.4,2745.4,0
20241015  22:00:00,2745.4,2745.4,2745.4,2745.4,0
20241016  15:30:00,2764.7,2764.7,2764.7,2764.7,1
20241016  16:00:00,2760.9,2760.9,2752.0,2752.0,20
20241016  17:00:00,2752.5,2755.6,2752.5,2754.0,4
20241016  18:00:00,2753.6,2753.9,2753.6,2753.9,3
20241016  19:00:00,2753.9,2753.9,2753.9,2753.9,0
20241016  20:00:00,2753.9,2753.9,2753.9,2753.9,0
20241016  21:00:00,2753.9,2753.9,2753.9,2753.9,0
20241016  22:00:00,2753.9,2753.9,2753.9,2753.9,0
20241017  15:30:00,2764.8,2764.8,2764.8,2764.8,0
20241017  16:00:00,2769.0,2774.1,2769.0,2774.1,11
20241017  17:00:00,2772.5,2772.9,2772.5,2772.9,2
20241017  18:00:00,2769.4,2769.4,2769.4,2769.4,1
20241017  19:00:00,2772.8,2772.8,2772.1,2772.1,10
20241017  20:00:00,2769.7,2769.7,2769.7,2769.7,1
20241017  21:00:00,2769.7,2769.7,2769.7,2769.7,0
20241017  22:00:00,2769.7,2769.7,2769.7,2769.7,0
20241018  15:30:00,2790.0,2795.6,2790.0,2795.0,4
20241018  16:00:00,2793.1,2800.0,2793.1,2800.0,30
20241018  17:00:00,2795.8,2796.5,2795.8,2796.5,2
20241018  18:00:00,2797.6,2797.7,2796.4,2796.4,12
20241018  19:00:00,2799.0,2799.2,2794.5,2795.8,15
20241018  20:00:00,2796.2,2798.9,2796.1,2798.9,3
20241018  21:00:00,2798.9,2798.9,2798.9,2798.9,0
20241018  22:00:00,2802.1,2802.1,2802.1,2802.1,1
20241021  15:30:00,2817.1,2819.4,2817.1,2819.4,5
20241021  16:00:00,2818.4,2818.7,2805.0,2806.6,42
20241021  17:00:00,2804.0,2804.0,2800.2,2803.0,46
20241021  18:00:00,2802.0,2804.2,2802.0,2803.9,3
20241021  19:00:00,2803.9,2803.9,2803.9,2803.9,0
20241021  20:00:00,2796.6,2796.6,2795.7,2796.3,8
20241021  21:00:00,2796.6,2796.6,2796.6,2796.6,2
20241021  22:00:00,2799.4,2799.8,2799.4,2799.7,3
20241022  15:30:00,2822.0,2822.0,2818.4,2818.4,3
20241022  16:00:00,2815.6,2821.8,2815.6,2821.8,8
20241022  17:00:00,2820.7,2820.7,2817.7,2818.1,168
20241022  18:00:00,2819.1,2825.5,2819.1,2825.5,17
20241022  19:00:00,2827.1,2828.8,2827.1,2828.8,37
20241022  20:00:00,2824.9,2824.9,2824.9,2824.9,2
20241022  21:00:00,2828.8,2828.8,2828.8,2828.8,2
20241022  22:00:00,2827.8,2829.2,2827.8,2829.2,9
20241023  15:30:00,2815.8,2815.8,2812.4,2815.2,4
20241023  16:00:00,2815.5,2815.5,2797.7,2799.7,20
20241023  17:00:00,2795.0,2800.4,2788.6,2800.4,43
20241023  18:00:00,2799.6,2801.8,2798.1,2799.9,28
20241023  19:00:00,2797.4,2798.6,2794.6,2795.6,21
20241023  20:00:00,2794.4,2794.4,2791.1,2793.7,10
20241023  21:00:00,2793.7,2793.7,2793.7,2793.7,0
20241023  22:00:00,2793.7,2793.7,2793.7,2793.7,0
20241024  15:30:00,2816.4,2816.4,2810.0,2811.5,15
20241024  16:00:00,2814.4,2814.8,2802.0,2807.1,13
20241024  17:00:00,2807.1,2807.1,2807.1,2807.1,0
20241024  18:00:00,2807.1,2807.1,2807.1,2807.1,0
20241024  19:00:00,2807.1,2807.1,2807.1,2807.1,0
20241024  20:00:00,2807.1,2807.1,2807.1,2807.1,0
20241024  21:00:00,2807.1,2807.1,2807.1,2807.1,0
20241024  22:00:00,2807.1,2807.1,2807.1,2807.1,0
